"Product ","Category ","Tax Category ","Location ","Strain ","Member Discount ","Requires Weighing ","Medicated ","Requires Inventory ","Default Vendor ","Default Usable ","Cost Per Unit ","Inventory Type ","Quantity On Hand ","Metrc Weighable ","Rec Tax Category ","Medical Label ","Recreational Label "
"Royal Highness PP 7g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Royal Highness","Yes","No","Yes","Yes","DYME Distribution","7","19.22","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Royal Truth Dist Cart 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"RSO 1:1 THC:CBD 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Cannabinoid concentrate in solid form","47","No","Tax Standard","Default Label","Default Label"
"RSO High CBD 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Cannabinoid concentrate in liquid form","9","No","Tax Standard","Default Label","Default Label"
"RSO High THC 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Cannabinoid concentrate in solid form","16","No","Tax Standard","Default Label","Default Label"
"Rude Boi BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","Yes","Yes","Yes","Lifted","","1.98","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Rude Boi JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","No","Yes","Yes","Lifted","1","1.98","Bud","","No","Tax Standard","Default Label","Default Label"
"Rude Boi PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","No","Yes","Yes","Sugar Shack Farms","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Rude Boi PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Rude Boi PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","No","Yes","Yes","Sugar Shack Farms","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Rudeboi Bbud Bulk","Bulk Flower","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","Yes","Yes","Yes","Sugar Shack Farms","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"RudeBoi Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.88","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"RudeBoi Cart LR 1g","Extracts","Tax Exempt","Apothca - Eugene","Rude Boi","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sapphire OG JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","Bishop Orchards","5","7.5","Bud","","No","Tax Standard","Default Label","Default Label"
"Sapphire Scout BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","Yes","Yes","Yes","DYME Distribution","","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sapphire Scout JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","DYME Distribution","0.6","0.66","Bud","2","No","Tax Standard","Default Label","Default Label"
"Sapphire Scout PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","DYME Distribution","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sapphire Scout PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","DYME Distribution","3.5","3.85","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sapphire Scout PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","DYME Distribution","7","7.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sapphire Scout x Gelato JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Sapphire Scout","Yes","No","Yes","Yes","Bishop Orchards","5","11","Bud","","No","Tax Standard","Default Label","Default Label"
"Secret Cheese Live Dist cart 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.4","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Secret OG LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","9","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Sherbet Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Skywalk OG Cart LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Slurricane LR","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"SNO JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","SNO","Yes","No","Yes","Yes","Lifted","0.6","0.83","Bud","","No","Tax Standard","Default Label","Default Label"
"Snoop Dawg BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Snoop Dawg","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","0.66","Bud","2308.96","Yes","Tax Standard","Default Label","Default Label"
"Snoop Dawg JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Snoop Dawg","Yes","No","Yes","Yes","Self Made Farms, LLC.","1.2","0.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Snoop Dawg PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Snoop Dawg","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Snoop Dawg PP 3.5g","Special","Tax Exempt","Apothca - Eugene","Snoop Dawg","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","2.31","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Snoop Dawg PP 7g","Special","Tax Exempt","Apothca - Eugene","Snoop Dawg","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Snow Kandy LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","8","Cannabinoid concentrate in solid form","","No","Tax Standard","Default Label","Default Label"
"Snowland Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.33","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Soda Cherry Vanilla 50mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.05","5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Soda Cola 25mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.025","2.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Soda Mandarin Lime 10mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.01","2","Cannabinoid edibles","10","No","Tax Standard","Default Label","Default Label"
"Softgels CBD 100mg 20pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.1","16","Cannabinoid capsules","5","No","Tax Standard","Default Label","Default Label"
"Softgels THC 100mg 20pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.1","16","Cannabinoid capsules","","No","Tax Standard","Default Label","Default Label"
"Solstice Chronic cart DIST 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sour Blue JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Sour Blue","Yes","No","Yes","Yes","Buddies Wholesale LLC","2.5","1.93","Bud","","No","Tax Standard","Default Label","Default Label"
"Sour Cookies Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","5.5","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Sour Diesel BULK
","Bulk Flower","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","Yes","Yes","Yes","DYME Distribution","","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Diesel cart DIST 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Dreamfield Transfer Services","1","1","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sour Diesel cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Drops","1","15.63","Cannabinoid extract in liquid form","1","No","Tax Standard","Default Label","Default Label"
"Sour Diesel JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","No","Yes","Yes","DYME Distribution","0.6","1.65","Bud","","No","Tax Standard","Default Label","Default Label"
"Sour Diesel JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","No","Yes","Yes","DYME Distribution","1.2","1.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Sour Diesel PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","No","Yes","Yes","DYME Distribution","1","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Diesel PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","No","Yes","Yes","DYME Distribution","3.5","5.39","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Diesel PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sour Diesel","Yes","No","Yes","Yes","DYME Distribution","7","10.78","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Diesel Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","5","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Sour Durban cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sour Mango LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Sour Patch Kiss CRUMBLE 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","7.2","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Sour Pink Lemonade BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Sour Pink Lemonade","Yes","Yes","Yes","Yes","DYME Distribution","","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Pink Lemonade JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Sour Pink Lemonade","Yes","No","Yes","Yes","DYME Distribution","1.2","1.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Sour Pink Lemonade PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Pink Lemonade","Yes","No","Yes","Yes","DYME Distribution","1","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Pink Lemonade PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Pink Lemonade","Yes","No","Yes","Yes","DYME Distribution","3.5","5.39","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Pink Lemonade PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Pink Lemonade","Yes","No","Yes","Yes","DYME Distribution","7","10.78","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sour Space Candy BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Sour Space Candy","Yes","Yes","Yes","Yes","The Dub Wholesale","","0.55","Bud","160.4","Yes","Tax Standard","Default Label","Default Label"
"Sour Sundae BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Sour Sundae","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","1.76","Bud","398.76","Yes","Tax Standard","Default Label","Default Label"
"Sour Sundae JNT 1g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Sour Sundae","Yes","No","Yes","Yes","Self Made Farms, LLC.","5","8.8","Bud","","No","Tax Standard","Default Label","Default Label"
"Sour Sundae PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Sundae","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","1.76","Bud","31","Yes","Tax Standard","Default Label","Default Label"
"Sour Sundae PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Sundae","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","6.16","Bud","30","Yes","Tax Standard","Default Label","Default Label"
"Sour Sundae PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Sour Sundae","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","12.32","Bud","16","Yes","Tax Standard","Default Label","Default Label"
"Sour Tsunami Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","8.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Space Candy BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Space Candy","Yes","Yes","Yes","Yes","The Dub Wholesale","","0.79","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Space Candy JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Space Candy","Yes","No","Yes","Yes","Buddies Wholesale LLC","1.2","1.32","Bud","","No","Tax Standard","Default Label","Default Label"
"Space Candy PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Space Candy","Yes","No","Yes","Yes","The Dub Wholesale","1","0.79","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Space Candy PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Space Candy","Yes","No","Yes","Yes","The Dub Wholesale","3.5","2.77","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Space Candy PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Space Candy","Yes","No","Yes","Yes","The Dub Wholesale","7","5.53","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Cake dist cart 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Strawberry Cheesecake WAX 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","4","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Strawberry Cough Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Miracle Wholesale","1","8","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Strawberry Guava Budder 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Strawberry Guava BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Strawberry Guava","Yes","Yes","Yes","Yes","Southlake Farms","","2.20","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Guava JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Strawberry Guava","Yes","No","Yes","Yes","Southlake Farms","0.6","1.32","Bud","","No","Tax Standard","Default Label","Default Label"
"Strawberry Guava PP 1g","Premium Shelf","Tax Exempt","Apothca - Eugene","Strawberry Guava","Yes","No","Yes","Yes","Southlake Farms","1","2.20","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Guava PP 3.5g
","Premium Shelf","Tax Exempt","Apothca - Eugene","Strawberry Guava","Yes","No","Yes","Yes","Southlake Farms","3.5","7.70","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Guava PP 7g","Premium Shelf","Tax Exempt","Apothca - Eugene","Strawberry Guava","Yes","No","Yes","Yes","Southlake Farms","7","15.4","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Kush BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Strawberry Kush","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","","No","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","Yes","Yes","Yes","BG Family Farms, LLC","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","2.5","3.3","Bud","","No","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","1.2","1.58","Bud","","No","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade JNT 10g","Prerolls","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","10","13.2","Bud","","No","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawberry Lemonade PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Strawberry Lemonade","Yes","No","Yes","Yes","BG Family Farms, LLC","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Strawnana Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","10","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Strawpicanna Live Dist cart 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.4","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sugar Cane 1:1 cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","Sugar Cane","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Sunday Driver BULK
","Bulk Flower","Tax Exempt","Apothca - Eugene","Sunday Driver","Yes","Yes","Yes","Yes","Epoch Farms","","3.08","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sunday Driver JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Sunday Driver","Yes","No","Yes","Yes","Epoch Farms","0.6","1.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Sunday Driver PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sunday Driver","Yes","No","Yes","Yes","Epoch Farms","1","3.08","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sunday Driver PP 3.5g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sunday Driver","Yes","No","Yes","Yes","Epoch Farms","3.5","10.78","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Sunday Driver PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Sunday Driver","Yes","No","Yes","Yes","Epoch Farms","7","21.56","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Super Critical Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","5.5","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Super Dave BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Super Dave","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","","No","Tax Standard","Default Label","Default Label"
"Super Glue PAX Pod 0.5g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.5","12.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Super Lemon Haze Cart 0.5g","Extracts","Tax Exempt","Apothca - Eugene","Super lemon haze","Yes","No","Yes","Yes","Lifted","0.5","3","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Super Lemon MAC Cart Live Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.4","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Super Silver Haze BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Super Silver Haze","Yes","Yes","Yes","Yes","DYME Distribution","","2.42","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Super Silver Haze JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Super Silver Haze","Yes","No","Yes","Yes","DYME Distribution","0.6","1.45","Bud","","No","Tax Standard","Default Label","Default Label"
"Super Silver Haze PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Super Silver Haze","Yes","No","Yes","Yes","DYME Distribution","1","2.42","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Super Silver Haze PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Super Silver Haze","Yes","No","Yes","Yes","DYME Distribution","3.5","8.47","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Super Silver Haze PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Super Silver Haze","Yes","No","Yes","Yes","DYME Distribution","7","16.94","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Suver Haze cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","7","Cannabinoid extract in liquid form","11","No","Tax Standard","Default Label","Default Label"
"Sweet Leaf Blend JNT 0.65g 10pk
","Prerolls","Tax Exempt","Apothca - Eugene","Sweet Leaf Blend","Yes","No","Yes","Yes","DYME Distribution","6.5","6","Bud","","No","Tax Standard","Default Label","Default Label"
"Tahoe Cookies PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Tahoe Cookies","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","2.2","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tahoe Cookies PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Tahoe Cookies","Yes","No","Yes","Yes","Buddies Wholesale LLC","3.5","7.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tahoe Cookies PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Tahoe Cookies","Yes","No","Yes","Yes","Buddies Wholesale LLC","7","15.4","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tangie 'N Cream JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Tangie N' Cream","Yes","No","Yes","Yes","Bishop Orchards","5","8.5","Bud","","No","Tax Standard","Default Label","Default Label"
"Terp Slerp JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Terpy Slerp","Yes","No","Yes","Yes","Lifted","1.2","1.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Terpy Slerp BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Terpy Slerp","Yes","Yes","Yes","Yes","Lifted","","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Terpy Slerp PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Terpy Slerp","Yes","No","Yes","Yes","Lifted","1","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Terpy Slerp PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Terpy Slerp","Yes","No","Yes","Yes","Lifted","3.5","5.39","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Terpy Slerp PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Terpy Slerp","Yes","No","Yes","Yes","Lifted","7","10.78","Bud","","Yes","Tax Standard","Default Label","Default Label"
"THC Bomb Cart Live Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.33","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"THC Bomb cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"THC Bomb x UV Cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"The White Cart LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.20","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Thicc Girl JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","No","Yes","Yes","BG Family Farms, LLC","1.2","1.58","Bud","","No","Tax Standard","Default Label","Default Label"
"Thicc Girl Kush BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","Yes","Yes","Yes","BG Family Farms, LLC","","1.32","Bud","-0.00000000000000888178419700125","Yes","Tax Standard","Default Label","Default Label"
"Thicc Girl PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","No","Yes","Yes","BG Family Farms, LLC","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Thicc Girl PP 28g","Bulk Shake","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","No","Yes","Yes","BG Family Farms, LLC","28","36.96","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Thicc Girl PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","No","Yes","Yes","BG Family Farms, LLC","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Thicc Girl PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Thicc Girl Kush","Yes","No","Yes","Yes","BG Family Farms, LLC","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Thin Mint JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Thin Mint","Yes","No","Yes","Yes","Bishop Orchards","5","7.5","Bud","","No","Tax Standard","Default Label","Default Label"
